Variacoes - -OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PRÉ-ESCOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO FUNDAMENTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ENSINO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PÓS-GRADUAÇÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 EDUCAÇÃO DE JOVENS E ADULTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO TÉCNICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 LEITURA,1.36,3.86,1.53,1.7,2.78,2.3400000000000003,1.9,0.1,3.12,1.7799999999999998,0.9,2.42,2.33,3.57,0.31,1.11,2.2
 JORNAL DIÁRIO,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88
 REVISTA,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,5.56
 LIVRO DIDÁTICO,2.39,3.24,1.82,1.96,3.66,2.13,2.66,0.1,3.35,1.48,0.9,3.67,2.77,2.79,0.31,1.17,2.36
 LIVRO NÃO DIDÁTICO,-0.3999999999999999,4.6899999999999995,0.32,0.10000000000000009,-1.9,2.84,0.0,0.0,2.06,2.68,0.0,0.0,1.47,0.0,0.0,0.34999999999999987,0.74
 PAPELARIA,0.06999999999999995,0.83,2.18,0.37000000000000005,-0.16,-0.15000000000000002,4.21,3.5,0.39000000000000007,0.2700000000000001,2.51,2.67,1.79,0.54,-0.7300000000000001,-1.4100000000000001,0.99
 CADERNO,5.76,0.9800000000000002,3.51,-0.18,0.81,2.31,3.61,6.66,-3.2399999999999998,2.62,6.859999999999999,3.76,5.03,-0.40999999999999986,-0.7499999999999998,2.14,2.21
 ARTIGOS DE PAPELARIA,-2.19,0.7899999999999999,1.13,0.8,-0.5800000000000002,-0.8600000000000001,4.97,1.3699999999999999,2.7199999999999998,-0.99,-0.19000000000000006,1.7799999999999998,0.28,1.76,-0.6799999999999999,-3.6799999999999997,0.26
 CURSOS DIVERSOS,0.030000000000000027,-0.32,0.3,-0.67,1.22,-0.14,0.37,0.49,0.5599999999999999,0.79,0.31,0.5800000000000001,1.5799999999999998,2.45,0.32999999999999996,6.37,0.62
 CURSO PREPARATÓRIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE IDIOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 CURSO DE INFORMÁTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,0.0,-0.33
 AUTOESCOLA,0.0,0.0,1.55,0.0,0.0,0.0,0.05999999999999989,0.0,0.03,-0.31000000000000005,0.0,0.0,5.59,4.18,0.0,19.209999999999997,1.27
 ATIVIDADES FÍSICAS,0.06999999999999995,-0.47,0.09,-1.59,2.4699999999999998,-0.27,1.73,0.71,1.01,2.06,0.9600000000000002,1.02,1.48,1.02,1.6499999999999997,0.14999999999999997,1.12
 COMUNICAÇÃO,-1.85,-0.2,-0.56,-0.6000000000000001,-0.38,-0.6799999999999999,-0.8600000000000001,-0.9299999999999999,-0.8400000000000001,0.05000000000000003,-0.7999999999999999,-0.19,-0.61,-1.3299999999999998,-1.3900000000000001,-0.55,-0.65
 COMUNICAÇÃO,-1.85,-0.2,-0.56,-0.6000000000000001,-0.38,-0.6799999999999999,-0.8600000000000001,-0.9299999999999999,-0.8400000000000001,0.05000000000000003,-0.7999999999999999,-0.19,-0.61,-1.3299999999999998,-1.3900000000000001,-0.55,-0.65
 COMUNICAÇÃO,-1.85,-0.2,-0.56,-0.6000000000000001,-0.38,-0.6799999999999999,-0.8600000000000001,-0.9299999999999999,-0.8400000000000001,0.05000000000000003,-0.7999999999999999,-0.19,-0.61,-1.3299999999999998,-1.3900000000000001,-0.55,-0.65
 CORREIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PLANO DE TELEFONIA FIXA,-8.95,-8.459999999999999,-9.58,-7.81,0.33,-8.77,-9.82,-8.06,-8.56,-8.42,-5.99,-8.09,-8.07,-7.8999999999999995,-7.94,-9.68,-5.29
 PLANO DE TELEFONIA MÓVEL,0.0,0.0,0.91,1.01,0.0,0.0,0.91,1.01,0.91,0.91,0.0,0.91,0.0,0.0,1.01,0.91,0.35
 TV POR ASSINATURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ACESSO À INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 APARELHO TELEFÔNICO,-5.880000000000001,0.4600000000000002,-1.51,-2.69,-2.88,-2.4400000000000004,-3.56,-3.9400000000000004,-3.73,1.12,-4.34,-2.14,-2.04,-5.12,-4.290000000000001,-2.67,-2.67
 SERVIÇOS DE STREAMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" COMBO DE TELEFONIA, INTERNET E TV POR ASSINATURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
